tt0000109	Rip Meeting the Dwarf
tt0000110	Rip Passing Over the Mountain
tt0000111	Rip's Toast
tt0000112	Rip's Toast to Hudson
tt0000113	Rip's Twenty Years' Sleep
tt0000114	French Regiment Going to the Parade
tt0000115	Réunion d'officiers
tt0000116	Sac au dos
tt0000117	Saída do Pessoal Operário da Fábrica Confiança
tt0000118	Salut malencontreux d'un déserteur
tt0000119	Rescue on the River, Pt. 2
tt0000120	Rescue on the River, Pt. 1
tt0000121	The Soldier's Courtship
tt0000122	Closing Hours at Vibert's Perfume Factory
tt0000123	Conjuring
tt0000124	Tempête sur la jetée du treport
tt0000125	The Terrible Railway Accident
tt0000126	Tom Old Boot
tt0000127	Les tribulations d'un concierge
tt0000128	Academy for Young Ladies
tt0000129	Un petit diable
tt0000130	Une altercation au café
tt0000131	A Terrible Night
tt0000132	Card Party
tt0000133	La voiture du potier
tt0000134	The Wandering Negro Minstrels
tt0000135	A Watermelon Feast
tt0000137	Au réfectoire
tt0000138	The Bewitched Inn
tt0000139	L'aveugle
tt0000140	Baignade dans le torrent
tt0000141	Ballet libella
tt0000142	Buffalo Bill and Escort
tt0000143	Les cambrioleurs
tt0000144	Chez le magnétiseur
tt0000145	En classe
tt0000146	Le cocher de fiacre endormi
tt0000147	The Corbett-Fitzsimmons Fight
tt0000148	Le Coucher d'Yvette
tt0000149	Behind the Scenes
tt0000150	Danse fleur de lotus
tt0000151	Faust et Marguerite
tt0000152	The Hallucinated Alchemist
tt0000153	The Haunted Castle
tt0000154	Henley Regatta
tt0000155	The Hypnotist at Work
tt0000156	A Badly Managed Hotel
tt0000157	Idylle
tt0000158	Idylle interrompue
tt0000159	The Devil's Laboratory
tt0000160	The Last Days of Pompeii
tt0000161	Leçon de danse
tt0000162	Niagara Falls
tt0000163	Le planton du colonel
tt0000164	Le pêcheur dans le torrent
tt0000165	Riña en un café
tt0000166	Salida de los trabajadores de la fábrica España Industrial
tt0000167	Salida de misa de doce del Pilar de Zaragoza
tt0000168	Salida del público de la iglesia parroquial de Santa María de Sans
tt0000169	Slagsmål i gamla Stockholm
tt0000170	The Twins' Tea Party
tt0000171	Une nuit agitée
tt0000172	The X-Ray Fiend
tt0000173	Battle of Santiago Bay
tt0000174	Výstavní párkar a lepic plakátù
tt0000175	A Sea Cave Near Lisbon
tt0000176	Brittania
tt0000177	The Burglar on the Roof
tt0000178	The Cavalier's Dream
tt0000179	The Cave of the Demons
tt0000180	Le chemin de croix
tt0000181	Cinderella
tt0000182	Come Along, Do!
tt0000183	The Corsican Brothers
tt0000184	Cripple Creek Bar-Room Scene
tt0000185	La crèche à Bethléem
tt0000186	Le cuirassé Maine
tt0000187	La cène
tt0000188	The Deserter
tt0000189	Dorotea
tt0000190	Dostavenícko ve mlýnici
tt0000191	Déménagement à la cloche de bois
tt0000192	Ella Lola, a la Trilby
tt0000193	L'entrée à Jérusalem
tt0000194	Express Train on a Railway Cutting
tt0000195	Les farces de Jocko
tt0000196	Faust and Mephistopheles
tt0000197	La flagellation
tt0000198	La fuite en Égypte
tt0000199	Glasgow Fire Engine
tt0000200	Gran corrida de toros
tt0000201	Indian War Council
tt0000202	Le jardin des oliviers
tt0000203	Je vous y prrrrends!
tt0000204	Jésus devant Pilate
tt0000205	Leçons de boxe
tt0000206	Llegada de un tren a la estación de ferrocarril del Norte, de Barcelona
tt0000207	London Express
tt0000208	The Miller and Chimney Sweep
tt0000209	Photographing a Ghost
tt0000210	A Novice at X-rays
tt0000211	The Astronomer's Dream; or, The Man in the Moon
tt0000212	Saida do Paquete Duque de Braganca
tt0000213	Scène d'escamotage
tt0000214	Tearing Down the Spanish Flag
tt0000215	Smích a plác
tt0000216	Visita de Doña María Cristina y Alfonso XIII a Barcelona
tt0000217	Waves and Spray
tt0000218	L'affaire Dreyfus
tt0000219	Aladdin and the Wonderful Lamp
tt0000220	The Artist and the Flower Girl
tt0000221	Aspectos da Praia de Cascais
tt0000222	Au cabaret
tt0000223	L'aveugle
tt0000224	Battlefield
tt0000225	Beauty and the Beast
tt0000226	Boat Race
tt0000227	Bombardment of Mafeking
tt0000228	La bonne absinthe
tt0000229	Casey at the Bat
tt0000230	Cinderella
tt0000231	Portuguese Railway Train
tt0000232	Le chiffonnier
tt0000233	Choque de dos transatlánticos
tt0000234	Cleopatra's Tomb
tt0000235	Haggard's She: The Pillar of Fire
tt0000236	Courte échelle
tt0000237	Le crucifiement
tt0000238	Les dangers de l'alcoolisme
tt0000239	Danse serpentine par Mme. Bob Walter
tt0000240	Distributing a War Extra
tt0000241	La descente de croix
tt0000242	The Sign of the Cross
tt0000243	Le déjeuner des enfants
tt0000244	Erreur judiciaire
tt0000245	The Haunted House
tt0000246	A Turn of the Century Illusionist
tt0000247	King John
tt0000248	A Kiss in the Tunnel
tt0000249	The Legacy
tt0000250	Llegada del vapor Bellver a Mallorca
tt0000251	Matches: An Appeal
tt0000252	La mauvaise soupe
tt0000253	The Miser's Doom
tt0000254	Monnaie de lapin
tt0000255	Mésaventure d'un charbonnier
tt0000256	Panorama from the Tower of the Brooklyn Bridge
tt0000257	La résurrection
tt0000258	Le tondeur de chiens
tt0000259	Le tonnelier
tt0000260	Transformations
tt0000261	A Midnight Episode
tt0000262	Un lunch
tt0000263	Vista de la entrada principal de la plaza de toros de Jerez, el segundo día de feria
tt0000264	Summoning the Spirits
tt0000265	Above the Limit
tt0000266	Above the Speedway
tt0000267	L'angélus
tt0000268	L'arléquine
tt0000269	Army Life; or, How Soldiers Are Made: Mounted Infantry
tt0000270	Arrivée d'Arléquin
tt0000271	Arrivée de Pierette et Pierrot
tt0000272	As Seen Through a Telescope
tt0000273	Attack on a China Mission
tt0000274	Avenue de l'opéra
tt0000275	Badinage
tt0000276	Bataille d'oreillers
tt0000277	Bataille de boules de neige
tt0000278	Buffalo Bill's Show Parade
tt0000279	Buffalo Bill's Wild West Parade
tt0000280	Buffalo Bill's Wild West Parade
tt0000281	Buffalo Bill's Wild West Show
tt0000282	Le bébé
tt0000283	Chez le Maréchal-Ferrant
tt0000284	Chez le photographe
tt0000285	Chinese Magic
tt0000286	Chirurgie fin de siècle
tt0000287	The Clown and the Alchemist
tt0000288	La concierge
tt0000289	Coucher d'une Parisienne
tt0000290	Dance de l'ivresse
tt0000291	Dans les coulisses
tt0000292	Danse du papillon
tt0000293	Danse du pas des foulards par des almées
tt0000294	La danse du ventre
tt0000295	Danse du voile
tt0000296	Danse serpentine
tt0000297	Danses
tt0000298	Déclaration d'amour
tt0000299	Le départ d'Arlequin et de Pierrette
tt0000300	The Enchanted Drawing
tt0000301	Faust and Marguerite
tt0000302	La fée aux choux, ou la naissance des enfants
tt0000303	Gavotte directoire
tt0000304	Grandma's Reading Glass
tt0000305	L'Habanera
tt0000306	Le duel d'Hamlet
tt0000307	Happy Hooligan
tt0000308	The House That Jack Built
tt0000309	How It Feels to Be Run Over
tt0000310	Chimmie Hicks and the Rum Omelet
tt0000312	Le lapin
tt0000313	Let Me Dream Again
tt0000314	Leçon de danse
tt0000315	Le marchand de coco
tt0000316	Marché à la volaille
tt0000317	Le matelot
tt0000318	Eine moderne Jungfrau von Orleans
tt0000319	Maple Leaf Viewing
tt0000320	Mort d'Adonis
tt0000321	The Mystic Swing
tt0000322	Panorama de Barcelona: monumentos y fiestas
tt0000323	Pas Japonais
tt0000324	Pas de grâce
tt0000325	Pas des éventails
tt0000326	Pas du poignard
tt0000327	La paysanne
tt0000328	La petite magicienne
tt0000329	Le Polichinelle
tt0000330	La poupée noire
tt0000331	La reine des jouets
tt0000332	Retour des champs
tt0000333	Le sang d'Adonis donnant naissance à la rose rouge
tt0000334	Saut humidifié de M. Plick
tt0000335	Soldiers of the Cross
tt0000336	La source
tt0000337	Spanish Bullfight
tt0000338	Suite de la danse
tt0000339	La tarentelle
tt0000340	Uncle Josh in a Spooky Hotel
tt0000341	Uncle Josh's Nightmare
tt0000342	Une rage de dents
tt0000343	Valse directoire
tt0000344	Valse lente
tt0000345	L'écossaise
tt0000346	Another Job for the Undertaker
tt0000347	Buffalo Bill's Wild West Parade
tt0000348	Charmant froufrou
tt0000349	What Came Out of the Cheese; or, The Lilliputians in a New York Restaurant
tt0000350	The Countryman's First Sight of the Animated Pictures
tt0000351	Danses basques
tt0000352	Day at the Circus
tt0000353	Execution of Czolgosz with Panorama of Auburn Prison
tt0000354	Exercício de Artilharia no Hipódromo de Belém
tt0000355	Fire!
tt0000356	Frivolité
tt0000357	The Haunted Curiosity Shop
tt0000358	History of a Crime
tt0000359	The India Rubber Head
tt0000360	Hussards et grisettes
tt0000361	Lavatory moderne
tt0000362	Lecture quotidienne
tt0000363	Magical Sword
tt0000364	Panorama of Esplanade by Night
tt0000365	Parada de Bombeiros
tt0000366	Uma Parada dos Alunos da Casa Pia de Lisboa
tt0000367	Pas de colombine
tt0000368	Little Red Riding Hood
tt0000369	A Road for Children's Bicycles in Barcelona
tt0000370	Scrooge; or Marley's Ghost
tt0000371	Scène d'amour
tt0000372	Scène d'ivresse
tt0000373	The Devil's Seven Castles
tt0000374	Tel est pris qui croyait prendre
tt0000375	Uma Tourada à Antiga Portuguesa
tt0000376	A táncz
tt0000377	Undressing Extraordinary
tt0000378	Les vagues
tt0000379	Visita de la escuadra inglesa a Barcelona
tt0000380	Sleeping Beauty
tt0000381	Buffalo Bill's Wild West Show
tt0000382	Carnaval en las ramblas
tt0000383	Carreras de caballos en el hipódromo de Barcelona
tt0000384	Miss Dundee and Her Performing Dogs
tt0000385	Les clowns
tt0000386	La cour des miracles
tt0000387	The Coronation of King Edward VII
tt0000388	Danse excentrique
tt0000389	Danse fantaisiste
tt0000390	Danse mauresque
tt0000391	La dent récalcitrante
tt0000392	The Enchanted Cup
tt0000393	En faction
tt0000394	Farces de cuisinière
tt0000395	La fiole enchantée
tt0000396	Fruits de saison
tt0000397	La gavotte
tt0000398	La gigue
tt0000399	Jack and the Beanstalk
tt0000400	Le lion savant
tt0000401	Le marchand de ballons
tt0000402	Mother Goose Nursery Rhymes
tt0000403	Le pommier
tt0000404	Pour secouer la salade
tt0000405	La première gamelle
tt0000406	The Prince of Darkness
tt0000407	Procesión de las hijas de María de la parroquia de Sans
tt0000408	Quadrille réaliste
tt0000409	Midwife to the Upper Classes
tt0000410	Demolishing and Building Up the Star Theatre
tt0000411	Trompé mais content
tt0000412	The Troublesome Fly
tt0000413	The Devil's Money Bags
tt0000414	Uncle Josh at the Moving Picture Show
tt0000415	A Peculiar Cabinet
tt0000416	Alcohol and Its Victims
tt0000417	A Trip to the Moon
tt0000418	The Wild Man of Borneo
tt0000419	L'équilibriste
tt0000420	Alice in Wonderland
tt0000421	Les apaches pas veinards
tt0000422	Les aventures d'un voyageur trop pressé
tt0000423	The Enchanted Box
tt0000424	Les braconniers
tt0000425	Buffalo Bill's Parade
tt0000426	Buffalo Bill's Street Parade
tt0000427	Cake-walk de la pendule
tt0000428	Carreras de bicicletas en el parque
tt0000429	La chasse au cambrioleur
tt0000430	A Chess Dispute
tt0000431	Comme on fait son lit on se couche
tt0000432	How Monsieur Takes His Bath
tt0000433	Compagnons de voyage encombrants
tt0000434	Dorothy's Dream
tt0000435	Enlèvement en automobile et mariage précipité
tt0000436	An Extraordinary Cab Accident
tt0000437	Faust et Méphistophélès
tt0000438	Le fiancé ensorcelé
tt0000439	The Great Train Robbery
tt0000440	La guirlande merveilleuse
tt0000441	Gulliver en el país de los gigantes
tt0000442	Capital Execution
tt0000443	Hiawatha
tt0000444	Illusionniste renversant
tt0000445	Jocko musicien
tt0000446	Kit Carson
tt0000447	Life of an American Fireman
tt0000448	Le liqueur du couvent
tt0000449	Lutteurs américains
tt0000450	La main du professeur Hamilton ou le roi des dollars
tt0000451	Mary Jane's Mishap
tt0000452	The Messenger Boy's Mistake
tt0000453	Modelage express
tt0000454	La mouche
tt0000455	The Music Lover
tt0000456	N.Y. Fire Department Returning
tt0000457	Ne bougeons plus
tt0000458	Nos bons étudiants
tt0000459	Panorama of Riker's Island, N.Y.
tt0000460	The Pioneers
tt0000461	Potage indigeste
tt0000462	La poule fantaisiste
tt0000463	Puerto de Barcelona
tt0000464	Rip Van Winkle
tt0000465	The Kingdom of the Fairies
tt0000466	Répétition dans un cirque
tt0000467	Secours aux naufragés
tt0000468	Service précipité
tt0000469	The Sick Kitten
tt0000470	Les surprises de l'affichage
tt0000471	Uncle Tom's Cabin
tt0000472	Uncle Tom's Cabin
tt0000473	La valise enchantée
tt0000474	Le voleur sacrilège
tt0000475	Voyage of the 'Arctic'
tt0000476	Après la fête
tt0000477	L'assassinat du courrier de Lyon
tt0000478	Behind the Scenes
tt0000479	Rum vs. Cherries
tt0000480	Le coffre enchanté
tt0000481	A Collier's Life
tt0000482	Comment on disperse les foules
tt0000483	Les deux rivaux
tt0000484	Les enfants du miracle
tt0000485	La gavotte de la reine
tt0000486	A Gentleman of France
tt0000487	The Great Train Robbery
tt0000488	The Land Beyond the Sunset
tt0000489	La leçon de pipeau
tt0000490	L'oiseau envolé
tt0000491	Opening the Williamsburg Bridge
tt0000492	Personal
tt0000493	Pierrot, Murderer
tt0000494	Le pompon malencontreux
tt0000495	The Pearl Fisher
tt0000496	Railroad Smashup
tt0000497	A Railway Tragedy
tt0000498	Rescued by Rover
tt0000499	An Impossible Voyage
tt0000500	The Abductors
tt0000501	Adventures of Sherlock Holmes
tt0000502	Bohemios
tt0000503	Corrida de beneficencia en Zaragoza, por Quinito y Montes
tt0000504	Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza)
tt0000505	The Wig Chase
tt0000506	The Effects of Too Much Scotch
tt0000507	Departure of Peary and the Roosevelt from New York
tt0000508	Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza)
tt0000509	The Inexperienced Chauffeur
tt0000510	El dúo de la Africana
tt0000511	Esmeralda
tt0000512	Funeral of Hiram Cronk
tt0000513	Gigantes y cabezudos
tt0000514	Los guapos de la Vaquería del Parque
tt0000515	Los guapos del parque
tt0000516	The Electric Hotel
tt0000517	El húsar de la guardia
tt0000518	Juanito el forzudo
tt0000519	The Kleptomaniac
tt0000520	The Life of Charles Peace
tt0000521	The Little Train Robbery
tt0000522	The Moonshiners
tt0000523	Moose Hunting in Newfoundland
tt0000524	New York Subway
tt0000525	Hanging at Jefferson City
tt0000526	Pennsylvania Tunnel Excavation
tt0000527	Plaza de la Magdalena (Calles y plazas de Zaragoza)
tt0000528	Raffles, the Amateur Cracksman
tt0000529	Reuben in the Opium Joint
tt0000530	Se da de comer
tt0000531	Los sitios de Chile
tt0000532	Torrero y la ribera (Calles y plazas de Zaragoza)
tt0000533	The Wooing and Wedding of a Coon
tt0000534	The '?' Motorist
tt0000535	The Anarchist's Mother-in-Law
tt0000536	Apachentanz
tt0000537	Arrival of Immigrants, Ellis Island
tt0000538	Bilbao, Portugalete y los Altos Hornos
tt0000539	Bonden i København
tt0000540	Branden i Frihavnen
tt0000541	Caros død
tt0000542	Cerveza gratis
tt0000543	Kong Christian d. IXs Bisættelse
tt0000544	The Dancer's Dream
tt0000545	Dream of a Racetrack Fiend
tt0000546	Dream of a Rarebit Fiend
tt0000547	Ferias en San Sebastián y Cabalgata en la Ría
tt0000548	Fiskerliv i Norden
tt0000549	En foræring til min Kone
tt0000550	Proklamationen af Kong Frederik d. VIII
tt0000551	Fæstningskrigen
tt0000552	The Hand of the Artist
tt0000553	The Haunted Hotel
tt0000554	Humorous Phases of Funny Faces
tt0000555	Den hvide slavinde
tt0000556	Hævnet
tt0000557	Kathleen Mavourneen
tt0000558	Los kikos
tt0000559	Konfirmanden
tt0000560	Ladrones burlados
tt0000561	The Life of a Cowboy
tt0000562	Os Lusíadas
tt0000563	Mellem Aber og Bjørne
tt0000564	A Modern Oliver Twist
tt0000565	The Night Before Christmas
tt0000566	Professorens Morgenavis
tt0000567	The 400 Tricks of the Devil
tt0000568	Rosenborg Have
tt0000569	Røverhøvdingens Flugt og Død
tt0000570	San Francisco Disaster
tt0000571	The San Francisco Earthquake
tt0000572	Secreto de confesión
tt0000573	Den sorte maske
tt0000574	The Story of the Kelly Gang
tt0000575	20,000 Leagues Under the Sea
tt0000576	Ali Baba and the Forty Thieves
tt0000577	Angelo, Tyrant of Padua
tt0000578	An Awful Skate; or, the Hobo on Rollers
tt0000579	The Bandit Makes Good
tt0000580	A Batalha das Flores no Campo Grande
tt0000581	Bauernhaus und Grafenschloß
tt0000582	Ben Hur
tt0000583	The Lady with the Camellias
tt0000584	El ciego de la aldea
tt0000585	Concurso de sardanas en el parque Guell
tt0000586	A Curious Dream
tt0000587	La dea del mare
tt0000588	Der var engang
tt0000589	Descoberta da América por Cristovão Colombo
tt0000590	Dr. Skinum
tt0000591	The Prodigal Son
tt0000592	Eureka Stockade
tt0000593	Fiestas de San Antonio
tt0000594	The Flight from the Seraglio
tt0000595	From the Rococo Times
tt0000596	Fyrtøjet
tt0000597	The Magic Mirror
tt0000598	Hamlet, Prince of Denmark
tt0000599	Polar Bear Hunt
tt0000601	Lohengrin
tt0000602	Lion Hunting
tt0000603	The Magic Fountain Pen
tt0000604	A Misalliance
tt0000605	Mordet paa Fyn
tt0000606	Mr. Gay and Mrs.
tt0000607	La muerte del tirano
tt0000608	En ny hat til Madammen
tt0000609	Othello
tt0000610	Othello
tt0000611	In the Sultan's Power
tt0000612	Procesión marítima en Santa Cristina
tt0000613	O Rapto de Uma Actriz
tt0000614	The Red Spectre
tt0000615	Robbery Under Arms
tt0000616	Romería a San Medín
tt0000617	The Robber's Sweetheart
tt0000618	Salaviinanpolttajat
tt0000619	Stalking and Shooting Caribou in Newfoundland
tt0000620	The Will
tt0000621	That Fatal Sneeze
tt0000622	Tierra baja
tt0000623	The Magic Bag
tt0000624	The Ugly Duckling
tt0000625	Villafranca: Fiestas del Drac y bailes típicos
tt0000626	Yale Laundry
tt0000627	'Ostler Joe
tt0000628	The Adventures of Dollie
tt0000629	After Many Years
tt0000630	Hamlet
tt0000631	Hamlet
tt0000632	Amor que mata
tt0000633	The Anarchist's Sweetheart
tt0000634	Antony and Cleopatra
tt0000636	As You Like It
tt0000637	The Assassination of the Duke de Guise
tt0000638	At the Crossroads of Life
tt0000639	At the French Ball
tt0000640	An Awful Moment
tt0000641	Balked at the Altar
tt0000642	The Bandit's Waterloo
tt0000643	Barbara Fritchie: The Story of a Patriotic American Woman
tt0000644	Behind the Scenes
tt0000645	Betrayed by a Handprint
tt0000646	Biblical Scenes
tt0000647	Bjørnejagten
tt0000648	The Black Viper
tt0000649	Bobby's Kodak
tt0000650	The Boston Tea Party
tt0000651	The Boy Detective, or the Abductors Foiled
tt0000653	A Calamitous Elopement
tt0000654	The Call of the Wild
tt0000655	Los calzoncillos de Tony
tt0000656	The Grateful Dog
tt0000657	Carreras de caballos de 1908
tt0000658	The Puppet's Nightmare
tt0000659	Caught by Wireless
tt0000660	The Christmas Burglars
tt0000661	Humanity Through the Ages
tt0000662	Classmates
tt0000663	The Clubman and the Tramp
tt0000664	Los competidores
tt0000665	Concealing a Burglar
tt0000666	Corrida de toros con Antonio Fuentes
tt0000667	Corrida de toros con Ricardo Torres 'Bombita'
tt0000668	The Count of Monte Cristo
tt0000669	Cupid's Pranks
tt0000670	El curioso impertinente
tt0000671	Desdemona
tt0000672	The Devil
tt0000673	La Dolores
tt0000674	Don Juan Tenorio
tt0000675	Don Quijote
tt0000676	Don Álvaro o la fuerza del sino
tt0000677	Ex-Convict No. 900
tt0000678	Excursión a Montserrat
tt0000679	The Fairylogue and Radio-Plays
tt0000680	Falsely Accused!
tt0000681	A Famous Escape
tt0000682	A Fantasy
tt0000683	The Fatal Hour
tt0000684	Father Gets in the Game
tt0000685	The Feud and the Turkey
tt0000686	Fiestas del carnaval de 1908 en Barcelona
tt0000687	A Florida Feud: or, Love in the Everglades
tt0000688	The Flower Girl of Paris
tt0000689	For Love of Gold
tt0000690	For a Wife's Honor
tt0000691	The French Maid
tt0000692	El fusilamiento de Dorrego
tt0000693	Gerona monumental
tt0000694	The Girl and the Outlaw
tt0000695	The Greaser's Gauntlet
tt0000696	El guardia burlado
tt0000697	The Guerrilla
tt0000698	The Heart of O Yama
tt0000699	The Helping Hand
tt0000700	Her First Adventure
tt0000701	His Day of Rest
tt0000703	Hulda's Lovers
tt0000704	The Humpty Dumpty Circus
tt0000705	Inauguración de la exposición hispano-francesa
tt0000706	Ingomar, the Barbarian
tt0000707	The Ingrate
tt0000708	The Invisible Fluid
tt0000709	Julius Caesar
tt0000711	The Kentuckian
tt0000712	King of the Cannibal Islands
tt0000713	The King's Messenger
tt0000714	Leah the Forsaken
tt0000715	The Life of an American Cowboy
tt0000716	Lonesome Junction
tt0000717	Macbeth
tt0000718	Making Moving Pictures
tt0000719	Mallorca, isla dorada
tt0000720	The Man and the Woman
tt0000721	The Man in the Box
tt0000722	The Red Barn Mystery
tt0000723	María Rosa
tt0000724	The Merchant of Venice
tt0000725	Mixed Babies
tt0000726	Monasterio de Poblet
tt0000727	Monday Morning in a Coney Island Police Court
tt0000728	Money Mad
tt0000729	Os Moços de Fretes Têm Sede
tt0000730	Mr. Jones at the Ball
tt0000731	Mrs. Jones Entertains
tt0000732	The Music Master
tt0000733	Old Isaacs, the Pawnbroker
tt0000734	Othello
tt0000736	The Outlaw
tt0000737	Over the Hill to the Poorhouse
tt0000738	The Paris Hat
tt0000739	El pastorcito de Torrente
tt0000740	The Pirate's Gold
tt0000741	The Planter's Wife
tt0000742	Poverty and Compassion
tt0000743	The Princess in the Vase
tt0000744	Professional Jealousy
tt0000745	Raffles, an American Cracksman
tt0000746	The Reckoning
tt0000747	The Reg Girl
tt0000748	The Red Man and the Child
tt0000749	Rescued from an Eagle's Nest
tt0000750	Richard III
tt0000751	The Roman
tt0000752	Romance of a Jewess
tt0000753	The Romance of an Egg
tt0000754	Romeo and Juliet
tt0000755	The Dream of an Opium Fiend
tt0000756	The Sculptor's Nightmare
tt0000757	She
tt0000758	Sherlock Holmes
tt0000759	Sherlock Holmes II: Raffles Escaped from Prison
tt0000760	Sherlock Holmes III: The Detective's Adventure in the Gas Cellar
tt0000761	Simulacro de bomberos en la Plaza de Cataluña, de Barcelona
tt0000762	A Smoked Husband
tt0000763	The Snowman
tt0000764	The Song of the Shirt
tt0000765	The Stage Rustler
tt0000766	The Stage-Struck Daughter
tt0000767	The Stolen Jewels
tt0000768	Svend Dyrings hus
tt0000769	Knight of Black Art
tt0000770	The Taming of the Shrew
tt0000771	The Tavern Keeper's Daughter
tt0000772	The Test of Friendship
tt0000773	Thompson's Night Out
tt0000774	To the Custody of the Father
tt0000775	Susceptible Youth
tt0000776	The Last Days of Pompeii
tt0000777	An Unexpected Santa Claus
tt0000778	The Valet's Wife
tt0000779	The Vaquero's Vow
tt0000780	Hercules the Athlete; or, Love Behind the Scenes
tt0000781	The Viking's Daughter: The Story of the Ancient Norsemen
tt0000782	A Visit to the Seaside at Brighton Beach, England
tt0000783	When Knighthood Was in Flower
tt0000784	When Knights Were Bold
tt0000785	Where the Breakers Roar
tt0000786	Wiegenlied
tt0000787	A Woman's Way
tt0000788	The Yellow Peril
tt0000789	The Zulu's Heart
tt0000790	The Battle in the Clouds
tt0000791	Amor heroico
tt0000792	And a Little Child Shall Lead Them
tt0000793	Andreas Hofer
tt0000794	The Apache Girl's Revenge
tt0000795	The Artist's Revenge
tt0000796	As It Is in Real Life
tt0000797	At the Altar
tt0000798	An Attempt to Smash a Bank
tt0000799	Aventuras de Pepín
tt0000800	The Awakening
tt0000801	A Baby's Shoe
tt0000802	The Bailiff and the Dressmakers
tt0000803	The Child Benefactor
tt0000804	El barranco del lobo
tt0000805	Baño imprevisto
tt0000806	The Best Man Wins
tt0000807	The Better Way
tt0000808	Betty's Choice
tt0000809	Bill Sharkey's Last Game
tt0000810	The Black Sheep
tt0000811	The Blind Man
tt0000812	El blocao Velarde
tt0000813	Bluebeard
tt0000814	La bocana de Mar Chica
tt0000815	The Brahma Diamond
tt0000816	The Broken Locket
tt0000817	A Message to Napoleon
